site_name,period_broad,period,lab_id,period_from,period_to,sample_id,lat,lon,altitude_masl,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,material_dated,sex,age_category,age_min,age_max,sample_type,tissue,element,tissue_age,tissue_age_min,tissue_age_max,yield_pct,wt_C,wt_N,CN_ratio,d13C,d15N,wt_S,d34S,tissue_carbonate,element_carbonate,tissue_age_carbonate,tissue_age_carbonate_min,tissue_age_carbonate_max,d13C_carbonate,d18O_carbonate,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Calar,Formative,Formative,H-15,-200.0,-200,3048. #214,-22.8244,-68.0076,3398,,,,,,,,und,und,,,Bone,Bone collagen,,,,,,,,3.4,-15.5,9.9,,,Bone apatite,,,,,-8.9,,,Pestle et al. (2015a),DOI: 10.1086/679594,Northeast of San Pedro de Atacama Oasis,Antofagasta,Precordillera
Calar,Formative,Formative,3038,-200.0,-200,3038,-22.8244,-68.0076,3398,,,,,,,,und,und,,,Bone,,,,,,,,,,,,,,Bone apatite,,,,,-11.1,-5.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,Northeast of San Pedro de Atacama Oasis,Antofagasta,Precordillera
Calar,Formative,Formative,3485,-200.0,-200,3485,-22.8244,-68.0076,3398,,,,,,,,und,Infant,,,Bone,Bone collagen,,,,,,,,3.4,-16.1,9.7,,,Bone apatite,,,,,-8.6,-3.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,Northeast of San Pedro de Atacama Oasis,Antofagasta,Precordillera
Calar,Formative,Formative,3050,-200.0,-200,3050,-22.8244,-68.0076,3398,,,,,,,,und,und,,,Bone,Bone collagen,,,,,,,,,,,,,,,,,,-11.7,-5.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,Northeast of San Pedro de Atacama Oasis,Antofagasta,Precordillera
Calar,Formative,Formative,3048,-200.0,-200,3048,-22.8244,-68.0076,3398,,,,,,,,und,und,,,Bone,Bone collagen,,,,,,,,3.4,-15.3,10.0,,,Bone apatite,,,,,-9.1,-6.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,Northeast of San Pedro de Atacama Oasis,Antofagasta,Precordillera
Caleta Huelén 2,Formative,Formative,Tumba 5,-1000.0,500,Tumba 5,-21.4319,-70.0487,20,,,,,,,,und,Adult,,,Tooth,Dentin collagen,Max RPm1,Infant-2/Adolescent-1,2.5,12.5,,,,3.2,-12.9,25.7,,,Enamel,Max RPm1,Infant-2/Child 1,2.5,6.0,-9.3,,,Santana-Sagredo et al. (2012),https://www.researchgate.net/publication/261835249_Acercamiento_a_la_pale-odieta_en_la_costa_y_quebradas_tarapaquenas_durante_el_periodo_Formativo_Analisis_de_isotopos_estables_a_partir_de_tres_casos_de_estudio,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-19,-1000.0,500,D-2,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.0,,Bone,Bone collagen,,,,,20.1,41.0,14.6,3.3,-13.4,26.0,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-20,-1000.0,500,C-6,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.75,,Bone,Bone collagen,,,,,19.7,42.4,15.1,3.3,-12.2,28.9,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-21,-1000.0,500,T79,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,2.5,,Bone,Bone collagen,,,,,2.2,33.5,9.4,4.2,-14.5,29.5,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-26,-1000.0,500,E-4,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,7.5,,Bone,Bone collagen,,,,,19.9,44.0,15.8,3.3,-13.1,26.6,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-28,-1000.0,500,E-5,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.0,,Bone,Bone collagen,,,,,14.2,37.2,13.3,3.3,-13.8,27.6,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-33,-1000.0,500,D-3,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,5.5,,Bone,Bone collagen,,,,,21.8,41.4,14.9,3.2,-12.5,27.1,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-34,-1000.0,500,F-2,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,6.0,,Bone,Bone collagen,,,,,17.4,40.2,14.2,3.3,-13.1,23.4,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-36,-1000.0,500,H-6,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.17,,Bone,Bone collagen,,,,,18.0,41.1,14.8,3.2,-12.7,28.2,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,K-38,-1000.0,500,B-3,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,6.5,,Bone,Bone collagen,,,,,12.9,38.1,13.7,3.3,-14.6,25.4,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,J-16,-1000.0,500,L-1,-21.4319,-70.0487,20,,,,,,,,F,Young Adult,18.0,35.0,Bone,Bone collagen,,,,,19.2,41.6,15.3,3.2,-13.5,24.8,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 20,Formative,Formative,J-19,-1000.0,500,H-03,-21.4319,-70.0487,20,,,,,,,,F,Old Adult,50.0,,Bone,Bone collagen,,,,,17.9,43.7,15.8,3.2,-13.6,25.0,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-22,-1000.0,500,B-10,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,7.0,,Bone,Bone collagen,,,,,21.0,41.5,15.1,3.2,-12.5,26.7,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-23,-1000.0,500,A-4,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,1.5,,Bone,Bone collagen,,,,,10.4,40.3,14.6,3.2,-12.8,27.2,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-24,-1000.0,500,B-3,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.75,,Bone,Bone collagen,,,,,9.2,41.6,14.7,3.3,-12.6,29.9,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-25,-1000.0,500,B-7,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,2.5,,Bone,Bone collagen,,,,,17.4,42.9,15.2,3.3,-13.1,27.1,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-27,-1000.0,500,B-6,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.0,,Bone,Bone collagen,,,,,13.9,41.9,15.2,3.2,-13.2,29.3,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-29,-1000.0,500,B-7,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,2.5,,Bone,Bone collagen,,,,,14.8,40.1,14.6,3.2,-12.9,28.0,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-30,-1000.0,500,C-9,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.75,,Bone,Bone collagen,,,,,17.4,42.6,15.6,3.2,-13.0,30.3,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-31,-1000.0,500,C-12,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,1.5,,Bone,Bone collagen,,,,,18.0,40.5,14.8,3.2,-13.1,30.3,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-32,-1000.0,500,B-8,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,13.0,,Bone,Bone collagen,,,,,20.7,40.9,15.0,3.2,-15.3,23.3,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-35,-1000.0,500,B-4,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,1.5,,Bone,Bone collagen,,,,,18.9,41.2,14.9,3.2,-12.5,28.3,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-37,-1000.0,500,C-1,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,3.5,,Bone,Bone collagen,,,,,22.3,42.6,15.6,3.2,-13.0,26.0,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-39,-1000.0,500,C-11,-21.4319,-70.0487,20,,,,,,,,und,Infant-1,0.08,,Bone,Bone collagen,,,,,19.6,41.7,15.0,3.3,-12.9,30.5,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-40,-1000.0,500,C-8,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,5.5,,Bone,Bone collagen,,,,,16.9,40.1,14.8,3.2,-12.2,25.5,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,K-41,-1000.0,500,B-12,-21.4319,-70.0487,20,,,,,,,,und,Infant-2,3.5,,Bone,Bone collagen,,,,,15.5,41.2,15.1,3.2,-13.2,25.4,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,J-6,-1000.0,500,B-24,-21.4319,-70.0487,20,,,,,,,,F,Young Adult,18.0,35.0,Bone,Bone collagen,,,,,15.1,40.3,15.4,3.0,-14.2,25.8,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,I-113,-1000.0,500,C-2,-21.4319,-70.0487,20,,,,,,,,F,Young Adult,18.0,35.0,Bone,Bone collagen,,,,,20.2,43.2,15.5,3.2,-12.5,26.6,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,I-115,-1000.0,500,D-3,-21.4319,-70.0487,20,,,,,,,,F,Middle Adult,35.0,50.0,Bone,Bone collagen,,,,,20.7,40.6,14.8,3.2,-12.3,26.7,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Huelén 7,Formative,Formative,J-7,-1000.0,500,F-1,-21.4319,-70.0487,20,,,,,,,,F,Young Adult,18.0,35.0,Bone,Bone collagen,,,,,20.9,42.7,15.8,3.2,-12.8,27.0,,,,,,,,,,,Smith et al. (2016),DOI: 10.1080/15564894.2016.1253047,Lower Loa Valley,Tarapacá,Coast
Caleta Vitor,Formative,Formative,CV1 B1 S2,-2050.0,450,CV1 B1 S2,-18.757965,-70.333852,5,14C-AMS,OZN921,3710.0,35.0,3803.0,3400.0,Bone collagen,M,Adult,,,Bone,Bone collagen,Malar bone,Adult,,,18.8,14.5,4.7,3.1,-10.9,22.5,,,,,,,,,,,Roberts et al. (2013),http://dx.doi.org/10.1016/j.jas.2013.01.009,"Quebrada Chaca mouth, 25 km south of Arica",Arica y Parinacota,Coast
Caleta Vitor,Formative,Formative,CV3 B2 S3,-304.0,-137,CV3 B2 S3,-18.757965,-70.333852,5,14C-AMS,OZN919,2420.0,35.0,2254.0,1813.0,Bone collagen,und,Middle Adult,30.0,40.0,Bone,Bone collagen,Humerus,Adult,,,5.0,41.6,14.6,2.8,-12.2,25.0,,,,,,,,,,,Roberts et al. (2013),http://dx.doi.org/10.1016/j.jas.2013.01.009,"Quebrada Chaca mouth, 25 km south of Arica",Arica y Parinacota,Coast
Caleta Vitor,Formative,Formative,CV3 B3 S1,-2050.0,450,CV3 B3 S1,-18.757965,-70.333852,5,,,,,,,,M,Young Adult,17.0,24.0,Bone,Bone collagen,Phalange,Subadult,,,16.2,43.8,15.8,2.8,-13.4,23.6,,,,,,,,,,,Roberts et al. (2013),http://dx.doi.org/10.1016/j.jas.2013.01.009,"Quebrada Chaca mouth, 25 km south of Arica",Arica y Parinacota,Coast
Cáñamo 3,Formative,Formative,BO694 Tumba 1,-1000.0,500,BO694 Tumba 1,-20.7728,-70.1864,59,,,,,,,,F,Middle Adult,36.0,40.0,Tooth,Dentin collagen,Max LPm1,Infant-2/Adolescent-1,2.5,12.5,,,,3.2,-12.3,25.2,,,Enamel,Max LPm1,Infant-2/Child 1,2.5,6.0,-9.7,,,Santana-Sagredo et al. (2012),https://www.researchgate.net/publication/261835249_Acercamiento_a_la_pale-odieta_en_la_costa_y_quebradas_tarapaquenas_durante_el_periodo_Formativo_Analisis_de_isotopos_estables_a_partir_de_tres_casos_de_estudio,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,BO694 Tumba 1,-1000.0,500,BO694 Tumba 1,-20.7728,-70.1864,59,,,,,,,,F,Middle Adult,36.0,40.0,Bone,Bone collagen,Clavicle,Adult,,,,,,3.3,-11.9,26.4,,,Bone apatite,Clavicle,Adult,,,-10.1,,,Santana-Sagredo et al. (2012),https://www.researchgate.net/publication/261835249_Acercamiento_a_la_pale-odieta_en_la_costa_y_quebradas_tarapaquenas_durante_el_periodo_Formativo_Analisis_de_isotopos_estables_a_partir_de_tres_casos_de_estudio,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-1,-1000.0,500,Cañamo 3-1,-20.7728,-70.1864,59,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,3.3,-11.4,27.7,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-2,-1000.0,500,Cañamo 3-2,-20.7728,-70.1864,59,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,3.2,-12.5,24.0,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-3,-1000.0,500,Cañamo 3-3,-20.7728,-70.1864,59,,,,,,,,M,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,3.3,-10.9,27.5,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-5,-1000.0,500,Cañamo 3-5,-20.7728,-70.1864,59,,,,,,,,F,Adult,,,Bone,Bone collagen,Rib,Adult,,,,,,3.4,-11.4,25.7,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-7,-1000.0,500,Cañamo 3-7,-20.7728,-70.1864,59,,,,,,,,und,und,,,Bone,Bone collagen,Rib,und,,,,,,3.3,-12.6,24.5,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Cáñamo 3,Formative,Formative,Cañamo 3-8,-1000.0,500,Cañamo 3-8,-20.7728,-70.1864,59,,,,,,,,und,und,,,Bone,Bone collagen,Rib,und,,,,,,3.7,-11.9,24.6,,,,,,,,,,,Uribe et al. (2020),doi:10.1017/laq.2019.92,"Iquique coast, between Iquique and Loa River",Tarapacá,Coast
Chorillos,Formative,Formative,C14,-820.0,-770,C14,-22.4532,-68.9124,2296,14C-AMS,BETA205812,2590.0,40.0,,-674.0,Bone collagen,,,,,Bone,Bone collagen,,,,,,,,,-20.4,10.7,,,Bone apatite,,,,,,,,Pestle et al. (2015a),DOI: 10.1086/679594,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorillos,Formative,Formative,H-16,-820.0,-770,H-16,-22.4532,-68.9124,2296,14C-AMS,BETA205813,2550.0,40.0,,-638.0,Bone collagen,,,,,Bone,Bone collagen,,,,,,,,,-18.6,14.7,,,Bone apatite,,,,,,,,Pestle et al. (2015a),DOI: 10.1086/679594,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,C14 F3 E1,-820.0,-770,C14 F3 E1,-22.4532,-68.9124,2296,,,,,,,,M,Young Adult,25.0,,Bone,Bone collagen,,,,,,,,3.5,-19.5,13.1,,,Bone apatite,,,,,-10.9,-7.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,M9 F2 E1,-850.0,-190,M9 F2 E1,-22.4532,-68.9124,2296,,,,,,,,M,Middle Adult,35.0,40.0,Bone,Bone collagen,,,,,,,,3.2,-19.2,12.4,,,Bone apatite,,,,,-15.5,-5.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,M6 F3 E1,-850.0,-190,M6 F3 E1,-22.4532,-68.9124,2296,,,,,,,,F,Adult,,,Bone,Bone collagen,,,,,,,,3.3,-18.2,11.3,,,Bone apatite,,,,,-13.1,-5.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,L9F2E1,-850.0,-190,L9F2E1,-22.4532,-68.9124,2296,,,,,,,,M,Young Adult,25.0,30.0,Bone,,,,,,,,,,,,,,,,,,,,,0.707,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,L9F2E1,-850.0,-190,L9F2E1,-22.4532,-68.9124,2296,,,,,,,,M,Young Adult,25.0,30.0,Bone,,,,,,,,,,,,,,,,,,,,,0.707,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,C14F2E1,-850.0,-190,C14F2E1,-22.4532,-68.9124,2296,,,,,,,,F,Young Adult,23.0,33.0,Bone,,,,,,,,,,,,,,,,,,,,,0.707,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,H15F1E1,-850.0,-190,H15F1E1,-22.4532,-68.9124,2296,,,,,,,,F,Young Adult,20.0,25.0,Bone,,,,,,,,,,,,,,,,,,,,,0.708,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,L12F2E1,-850.0,-190,L12F2E1,-22.4532,-68.9124,2296,,,,,,,,und,und,,,Bone,,,,,,,,,,,,,,,,,,,,,0.708,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrillos,Formative,Formative,C18F1E1,-400.0,-200,C18F1E1,-22.4532,-68.9124,2296,,,,,,,,und,und,,,Bone,,,,,,,,,,,,,,,,,,,,,0.707,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
Chorrilos,Formative,Formative,D11 F2 E1 SW,-820.0,-770,D11 F2 E1 SW,-22.4532,-68.9124,2296,,,,,,,,M,Young Adult,25.0,,Bone,Bone collagen,,,,,,,,3.2,-19.5,11.7,,,Bone apatite,,,,,-15.4,-8.0,,McRostie (2014),http://dx.doi.org/10.4067/S0717-73562014000400002,"Upper Loa basin, Calama",Antofagasta,Precordillera
El Vertedero,Formative,Formative,EV-1,-500.0,-500,EV-1,-23.473323,-70.389404,362,,,,,,,,M,Young Adult,21.0,25.0,Bone,Bone collagen,,Adult,,,,,,,-13.0,25.0,,,Bone apatite,,Adult,,,-8.5,-1.6,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"La Chimba, Jorge Bay",Antofagasta,Lowlands
El Vertedero,Formative,Formative,EV-4,-500.0,-500,EV-4,-23.473323,-70.389404,362,,,,,,,,F,Young Adult,21.0,25.0,Bone,Bone collagen,,Adult,,,,,,,-12.6,23.6,,,Bone apatite,,Adult,,,-9.5,-1.7,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"La Chimba, Jorge Bay",Antofagasta,Lowlands
El Vertedero,Formative,Formative,EV-6,-500.0,-500,EV-6,-23.473323,-70.389404,362,,,,,,,,M,Child-2,8.0,12.0,Bone,Bone collagen,,Child-2,8.0,12.0,,,,,-12.9,23.6,,,Bone apatite,,Child-2,8.0,12.0,-9.5,-0.9,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"La Chimba, Jorge Bay",Antofagasta,Lowlands
Enaex,Formative,Formative,EX-5,-500.0,-500,EX-5,-23.095388,-70.433325,6,14C-AMS,BETA335826,2480.0,30.0,,-540.0,Bone collagen,M,Young Adult,21.0,25.0,Bone,Bone collagen,,Adult,,,,,,,-12.8,25.0,,,Bone apatite,,Adult,,,-10.6,-2.5,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
Enaex,Formative,Formative,EX-F,-500.0,-500,EX-F,-23.095388,-70.433325,6,14C-AMS,BETA335825,2060.0,30.0,,-18.0,Bone collagen,M,Infant-2,2.0,7.0,Bone,Bone collagen,,Infant-2,2.0,7.0,,,,,-13.3,27.9,,,Bone apatite,,Infant-2,2.0,7.0,-9.9,-1.4,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
Enaex,Formative,Formative,EX-1,-500.0,-500,EX-1,-23.095388,-70.433325,6,,,,,,,,und,Middle Adult,46.0,50.0,Bone,Bone collagen,,Adult,,,,,,,-14.4,27.2,,,Bone apatite,,Adult,,,-9.3,-2.9,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
Enaex,Formative,Formative,EX-12,-500.0,-500,EX-12,-23.095388,-70.433325,6,,,,,,,,F,Adult,20.0,,Bone,Bone collagen,,Adult,,,,,,,-12.2,26.3,,,Bone apatite,,Adult,,,-9.0,-2.5,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
Enaex,Formative,Formative,EX-7,-500.0,-500,EX-7,-23.095388,-70.433325,6,,,,,,,,M,Adult,20.0,,Bone,Bone collagen,,Adult,,,,,,,-11.3,25.5,,,Bone apatite,,Adult,,,-8.6,-1.1,,Ballester and Clarot (2014),https://www.researchgate.net/publication/342500271_La_Gente_de_los_Tumulos_de_Tierra,"Mejillones Bay, Mejillones Port",Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-17,-1500.0,400,2024-01-06 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.2,-11.8,24.4,,,Bone apatite,,,,,-9.3,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-23,-1500.0,400,2024-01-09 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.2,-10.9,27.1,,,Bone apatite,,,,,-7.0,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-18,-1500.0,400,2024-01-11 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.1,-12.0,24.6,,,Bone apatite,,,,,-9.0,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-14,-1500.0,400,2024-01-14 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.1,-11.9,23.7,,,Bone apatite,,,,,-8.7,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-15,-1500.0,400,2024-01-16 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.2,-11.6,24.1,,,Bone apatite,,,,,-6.1,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-16,-1500.0,400,2024-01-17 00:00:00,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.2,-12.0,25.7,,,Bone apatite,,,,,-9.3,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-19,-1500.0,400,C5-01,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.3,-11.3,24.9,,,Bone apatite,,,,,-5.3,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
Gualaguala 01,Formative,Formative,G-20,-1500.0,400,F2-01,-22.801,-70.313333,8,,,,,,,,,,,,Bone,Bone collagen,,,,,,,,3.2,-12.9,22.0,,,Bone apatite,,,,,-11.0,,,Pestle et al. (2015a),DOI: 10.1086/679594,Tocopilla coast,Antofagasta,Coast
